,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
14814,4.84,x,t,n,f,a,d,y,6.26,6.3,,s,n,,,f,f,,d,w
14815,5.05,f,h,n,f,a,d,y,6.53,6.46,,s,o,,,f,f,,d,s
14816,6.02,f,t,o,f,a,d,y,8.25,6.98,,s,o,,,f,f,,d,w
14817,5.2,x,t,o,f,a,d,w,6.81,5.29,,s,o,,,f,f,,d,s
14818,4.76,x,t,n,f,a,d,w,6.53,5.59,,k,n,,,f,f,,d,s
14819,4.69,x,h,o,f,a,d,w,5.74,5.45,,k,o,,,f,f,,d,a
14820,4.65,f,h,o,f,a,d,y,6.01,4.53,,k,n,,,f,f,,d,a
14821,4.93,f,h,n,f,a,d,w,5.65,4.26,,k,o,,,f,f,,d,s
14822,4.64,x,t,n,f,a,d,y,8.37,6.52,,k,n,,,f,f,,d,s
14823,4.59,f,t,o,f,a,d,y,5.23,4.99,,k,n,,,f,f,,d,a
14824,3.57,f,t,n,f,a,d,w,6.49,5.12,,s,n,,,f,f,,d,a
14825,5.43,f,h,o,f,a,d,w,10.37,6.9,,s,n,,,f,f,,d,s
14826,12.33,x,s,y,f,a,d,w,9.21,18.23,,i,n,,,t,,w,d,w
14827,9.55,x,s,n,f,d,d,w,10.59,15.88,,i,n,,,t,,w,d,u
14828,8.61,x,s,n,f,d,d,w,10.42,15.13,,i,n,,,t,,w,d,u
14829,8.94,x,s,e,f,a,d,w,8.31,11.55,,i,n,,,t,,w,d,w
14830,11.59,x,s,n,f,a,d,w,8.69,14.92,,i,n,,,t,,w,d,u
14831,10.55,f,s,e,f,a,d,w,9.26,13.83,,i,n,,,t,,w,d,a
14832,11.38,f,s,e,f,d,d,w,8.52,15.18,,i,n,,,t,,w,d,a
14833,9.9,f,s,e,f,d,d,w,7.85,13.2,,i,n,,,t,,w,d,w
14834,10.65,x,s,n,f,a,d,w,9.29,17.14,,i,n,,,t,,w,d,w
14835,11.01,f,s,n,f,d,d,w,9.17,14.15,,i,n,,,t,,w,d,w
14836,8.0,f,s,n,f,d,d,w,9.32,15.24,,i,n,,,t,,w,d,u
14837,12.36,x,s,e,f,d,d,w,9.82,15.5,,i,n,,,t,,w,d,w
14838,9.6,x,s,n,f,d,d,w,9.38,14.53,,i,n,,,t,,w,d,a
14839,8.3,f,s,y,f,a,d,w,8.53,14.24,,i,n,,,t,,w,d,u
14840,9.72,f,s,n,f,d,d,w,8.71,12.73,,i,n,,,t,,w,d,w
14841,10.96,x,s,e,f,a,d,w,10.03,16.99,,i,n,,,t,,w,d,a
14842,11.14,x,s,n,f,d,d,w,9.85,16.41,,i,n,,,t,,w,d,w
14843,12.26,f,s,n,f,a,d,w,8.84,16.92,,i,n,,,t,,w,d,w
14844,13.67,x,s,y,f,a,d,w,9.47,18.06,,i,n,,,t,,w,d,w
14845,10.63,f,s,e,f,d,d,w,8.98,15.25,,i,n,,,t,,w,d,w
14846,13.02,f,s,y,f,a,d,w,9.07,16.96,,i,n,,,t,,w,d,u
14847,9.43,x,s,n,f,a,d,w,7.73,13.44,,i,n,,,t,,w,d,a
14848,11.52,f,s,e,f,d,d,w,8.05,13.08,,i,n,,,t,,w,d,u
14849,8.53,x,s,e,f,a,d,w,8.24,14.45,,i,n,,,t,,w,d,w
14850,13.47,f,s,n,f,a,d,w,10.42,16.75,,i,n,,,t,,w,d,u
14851,8.37,f,s,e,f,a,d,w,9.47,15.36,,i,n,,,t,,w,d,w
14852,8.7,f,s,y,f,a,d,w,10.0,17.23,,i,n,,,t,,w,d,w
14853,11.35,x,s,y,f,a,d,w,9.45,15.92,,i,n,,,t,,w,d,u
14854,9.92,f,s,y,f,a,d,w,8.09,14.29,,i,n,,,t,,w,d,w
14855,9.81,f,s,n,f,d,d,w,6.95,14.07,,i,n,,,t,,w,d,w
14856,10.65,f,s,n,f,d,d,w,8.4,15.39,,i,n,,,t,,w,d,a
14857,9.98,x,s,n,f,d,d,w,9.02,14.99,,i,n,,,t,,w,d,w
14858,8.34,x,s,n,f,d,d,w,7.61,14.29,,i,n,,,t,,w,d,w
14859,9.03,x,s,n,f,d,d,w,8.27,11.92,,i,n,,,t,,w,d,u
14860,9.41,x,s,e,f,a,d,w,9.4,16.08,,i,n,,,t,,w,d,w
14861,8.59,x,s,y,f,a,d,w,8.8,15.63,,i,n,,,t,,w,d,a
14862,12.64,x,s,y,f,a,d,w,9.31,16.33,,i,n,,,t,,w,d,u
14863,12.58,f,s,n,f,a,d,w,10.08,15.57,,i,n,,,t,,w,d,a
14864,6.58,x,s,y,f,a,d,w,8.13,15.01,,i,n,,,t,,w,d,u
14865,13.78,f,s,n,f,d,d,w,9.89,17.3,,i,n,,,t,,w,d,w
14866,9.24,f,s,y,f,d,d,w,9.47,16.63,,i,n,,,t,,w,d,u
14867,9.8,f,s,n,f,d,d,w,9.1,15.51,,i,n,,,t,,w,d,a
14868,10.6,f,s,n,f,d,d,w,10.41,16.61,,i,n,,,t,,w,d,u
14869,11.03,x,s,n,f,d,d,w,8.03,11.81,,i,n,,,t,,w,d,u
14870,7.43,x,s,e,f,a,d,w,7.32,13.11,,i,n,,,t,,w,d,w
14871,8.96,x,s,n,f,d,d,w,8.34,14.91,,i,n,,,t,,w,d,w
14872,10.43,x,s,e,f,a,d,w,8.8,15.33,,i,n,,,t,,w,d,w
14873,9.69,x,s,y,f,d,d,w,10.73,15.27,,i,n,,,t,,w,d,u
14874,12.4,f,s,n,f,a,d,w,9.49,15.52,,i,n,,,t,,w,d,u
14875,8.61,x,s,n,f,a,d,w,8.41,13.39,,i,n,,,t,,w,d,u
14876,11.5,x,s,y,f,a,d,w,9.23,13.5,,i,n,,,t,,w,d,a
14877,9.14,f,s,e,f,d,d,w,7.69,13.96,,i,n,,,t,,w,d,u
14878,12.03,x,s,n,f,d,d,w,10.33,16.85,,i,n,,,t,,w,d,w
14879,14.25,x,s,n,f,d,d,w,10.08,17.12,,i,n,,,t,,w,d,a
14880,9.93,x,s,y,f,a,d,w,7.76,12.64,,i,n,,,t,,w,d,u
14881,6.91,f,s,y,f,a,d,w,8.02,14.73,,i,n,,,t,,w,d,w
14882,8.49,x,s,n,f,d,d,w,9.07,14.53,,i,n,,,t,,w,d,a
14883,8.04,f,s,y,f,a,d,w,8.58,13.06,,i,n,,,t,,w,d,a
14884,6.64,f,s,e,f,d,d,w,7.29,14.83,,i,n,,,t,,w,d,u
14885,9.09,f,s,y,f,a,d,w,7.98,13.66,,i,n,,,t,,w,d,w
14886,9.74,x,s,y,f,a,d,w,7.81,15.08,,i,n,,,t,,w,d,a
14887,12.88,f,s,y,f,d,d,w,10.79,17.68,,i,n,,,t,,w,d,a
14888,8.35,x,s,y,f,a,d,w,10.73,16.99,,i,n,,,t,,w,d,w
14889,9.27,x,s,y,f,a,d,w,9.64,15.64,,i,n,,,t,,w,d,w
14890,12.19,f,s,e,f,d,d,w,8.43,14.77,,i,n,,,t,,w,d,u
14891,11.42,f,s,n,f,d,d,w,10.08,15.27,,i,n,,,t,,w,d,u
14892,10.92,f,s,y,f,a,d,w,8.89,14.33,,i,n,,,t,,w,d,u
14893,7.72,x,s,y,f,a,d,w,8.93,15.55,,i,n,,,t,,w,d,w
14894,10.66,f,s,n,f,d,d,w,9.03,13.9,,i,n,,,t,,w,d,a
14895,5.79,x,s,e,f,a,d,w,8.53,12.58,,i,n,,,t,,w,d,w
14896,11.95,f,s,n,f,d,d,w,8.76,13.69,,i,n,,,t,,w,d,u
14897,10.58,x,s,y,f,d,d,w,9.26,16.25,,i,n,,,t,,w,d,w
14898,9.96,f,s,y,f,d,d,w,10.17,17.58,,i,n,,,t,,w,d,w
14899,7.26,x,s,y,f,d,d,w,8.17,13.8,,i,n,,,t,,w,d,u
14900,10.96,f,s,n,f,a,d,w,9.6,15.54,,i,n,,,t,,w,d,u
14901,10.74,x,s,n,f,a,d,w,7.99,14.24,,i,n,,,t,,w,d,u
14902,9.29,f,s,n,f,d,d,w,9.4,14.21,,i,n,,,t,,w,d,a
14903,11.64,x,s,n,f,d,d,w,8.86,15.74,,i,n,,,t,,w,d,u
14904,12.36,x,s,e,f,d,d,w,8.83,14.04,,i,n,,,t,,w,d,u
14905,8.53,x,s,n,f,d,d,w,7.45,12.65,,i,n,,,t,,w,d,u
14906,9.16,x,s,n,f,d,d,w,7.9,13.14,,i,n,,,t,,w,d,w
14907,9.78,f,s,y,f,a,d,w,9.37,13.91,,i,n,,,t,,w,d,a
14908,12.54,x,s,e,f,a,d,w,9.56,16.69,,i,n,,,t,,w,d,u
14909,10.57,x,s,e,f,d,d,w,8.23,14.44,,i,n,,,t,,w,d,a
14910,10.57,x,s,y,f,a,d,w,9.83,16.14,,i,n,,,t,,w,d,u
14911,9.82,f,s,e,f,d,d,w,8.21,16.58,,i,n,,,t,,w,d,w
14912,9.91,x,s,e,f,d,d,w,8.99,14.49,,i,n,,,t,,w,d,w
14913,9.86,x,s,y,f,d,d,w,9.73,19.33,,i,n,,,t,,w,d,a
14914,11.36,f,s,n,f,d,d,w,10.05,16.39,,i,n,,,t,,w,d,a
14915,9.72,f,s,n,f,d,d,w,11.57,18.0,,i,n,,,t,,w,d,u
14916,9.75,f,s,e,f,d,d,w,8.68,14.55,,i,n,,,t,,w,d,u
14917,11.37,x,s,y,f,a,d,w,9.62,17.4,,i,n,,,t,,w,d,w
14918,10.08,f,s,e,f,d,d,w,6.78,14.32,,i,n,,,t,,w,d,a
14919,10.64,x,s,y,f,d,d,w,10.27,15.5,,i,n,,,t,,w,d,a
14920,7.94,f,s,e,f,a,d,w,9.32,16.24,,i,n,,,t,,w,d,a
14921,9.18,f,s,y,f,d,d,w,7.82,12.0,,i,n,,,t,,w,d,u
14922,8.83,f,s,y,f,d,d,w,10.2,18.11,,i,n,,,t,,w,d,a
14923,12.37,x,s,e,f,d,d,w,9.16,14.92,,i,n,,,t,,w,d,w
14924,11.31,x,s,n,f,d,d,w,10.62,16.62,,i,n,,,t,,w,d,a
14925,9.61,f,s,n,f,a,d,w,9.38,16.49,,i,n,,,t,,w,d,w
14926,12.16,f,s,n,f,d,d,w,9.26,16.83,,i,n,,,t,,w,d,a
14927,11.27,f,s,n,f,a,d,w,9.04,14.64,,i,n,,,t,,w,d,w
14928,11.09,x,s,n,f,a,d,w,10.62,14.73,,i,n,,,t,,w,d,a
14929,7.85,f,s,n,f,d,d,w,9.32,14.73,,i,n,,,t,,w,d,a
14930,10.04,x,s,y,f,d,d,w,9.2,13.5,,i,n,,,t,,w,d,a
14931,8.67,x,s,n,f,d,d,w,8.79,15.63,,i,n,,,t,,w,d,a
14932,10.06,f,s,e,f,a,d,w,10.37,19.34,,i,n,,,t,,w,d,w
14933,10.11,f,s,n,f,d,d,w,9.98,16.12,,i,n,,,t,,w,d,u
14934,12.3,x,s,y,f,a,d,w,9.53,16.39,,i,n,,,t,,w,d,w
14935,10.7,f,s,e,f,a,d,w,9.25,14.33,,i,n,,,t,,w,d,w
14936,10.88,x,s,e,f,d,d,w,11.47,16.03,,i,n,,,t,,w,d,a
14937,10.86,x,s,n,f,a,d,w,8.96,14.77,,i,n,,,t,,w,d,a
14938,11.09,x,s,y,f,a,d,w,10.28,15.86,,i,n,,,t,,w,d,u
14939,10.69,x,s,y,f,d,d,w,11.02,18.35,,i,n,,,t,,w,d,w
14940,8.87,x,s,e,f,d,d,w,8.88,14.56,,i,n,,,t,,w,d,a
14941,11.59,x,s,y,f,a,d,w,10.67,17.13,,i,n,,,t,,w,d,u
14942,8.36,f,s,e,f,a,d,w,8.36,12.66,,i,n,,,t,,w,d,w
14943,8.48,f,s,y,f,d,d,w,9.41,15.76,,i,n,,,t,,w,d,u
14944,8.92,f,s,e,f,d,d,w,8.46,14.56,,i,n,,,t,,w,d,w
14945,13.39,x,s,n,f,a,d,w,10.27,17.57,,i,n,,,t,,w,d,u
14946,12.16,x,s,y,f,d,d,w,9.99,17.53,,i,n,,,t,,w,d,a
14947,11.39,f,s,y,f,d,d,w,10.61,17.45,,i,n,,,t,,w,d,w
14948,8.52,f,s,n,f,d,d,w,7.54,14.28,,i,n,,,t,,w,d,a
14949,5.87,f,s,e,f,d,d,w,8.11,15.12,,i,n,,,t,,w,d,w
14950,12.41,f,s,e,f,d,d,w,9.87,15.27,,i,n,,,t,,w,d,w
14951,9.22,x,s,y,f,d,d,w,7.93,13.08,,i,n,,,t,,w,d,a
14952,8.67,x,s,e,f,a,d,w,10.56,18.35,,i,n,,,t,,w,d,a
14953,8.33,x,s,y,f,a,d,w,7.94,14.38,,i,n,,,t,,w,d,a
14954,10.42,f,s,e,f,a,d,w,9.54,15.23,,i,n,,,t,,w,d,u
14955,10.43,x,s,n,f,a,d,w,9.16,14.29,,i,n,,,t,,w,d,w
14956,9.06,x,s,n,f,d,d,w,10.05,15.75,,i,n,,,t,,w,d,a
14957,7.19,f,s,y,f,a,d,w,9.39,13.8,,i,n,,,t,,w,d,u
14958,11.65,x,s,y,f,a,d,w,9.53,15.54,,i,n,,,t,,w,d,a
14959,8.42,f,s,n,f,d,d,w,8.21,16.2,,i,n,,,t,,w,d,a
14960,9.62,x,s,e,f,a,d,w,10.07,16.61,,i,n,,,t,,w,d,u
14961,11.74,f,s,n,f,d,d,w,9.41,17.11,,i,n,,,t,,w,d,u
14962,10.28,f,s,e,f,d,d,w,8.36,11.95,,i,n,,,t,,w,d,a
14963,12.1,x,s,e,f,a,d,w,11.56,18.33,,i,n,,,t,,w,d,u
14964,14.04,f,s,y,f,d,d,w,9.84,16.43,,i,n,,,t,,w,d,a
14965,10.32,x,s,e,f,a,d,w,8.91,15.39,,i,n,,,t,,w,d,u
14966,9.05,f,s,y,f,a,d,w,9.02,14.73,,i,n,,,t,,w,d,a
14967,11.11,x,s,n,f,d,d,w,10.37,16.17,,i,n,,,t,,w,d,u
14968,10.26,f,s,y,f,d,d,w,9.74,18.66,,i,n,,,t,,w,d,w
14969,9.44,x,s,y,f,a,d,w,8.25,13.32,,i,n,,,t,,w,d,a
14970,7.11,x,s,n,f,a,d,w,7.46,13.37,,i,n,,,t,,w,d,u
14971,9.23,f,s,y,f,d,d,w,8.15,15.55,,i,n,,,t,,w,d,a
14972,9.67,x,s,y,f,d,d,w,9.61,16.86,,i,n,,,t,,w,d,w
14973,11.98,f,s,e,f,a,d,w,10.1,17.44,,i,n,,,t,,w,d,a
14974,12.15,x,s,e,f,d,d,w,9.55,15.68,,i,n,,,t,,w,d,a
14975,10.33,f,s,n,f,d,d,w,8.04,14.3,,i,n,,,t,,w,d,u
14976,8.36,f,s,n,f,d,d,w,7.6,15.28,,i,n,,,t,,w,d,w
14977,11.09,x,s,n,f,d,d,w,10.39,18.41,,i,n,,,t,,w,d,u
14978,10.4,f,s,n,f,d,d,w,7.96,12.77,,i,n,,,t,,w,d,w
14979,8.84,f,s,y,f,a,d,w,8.7,15.31,,i,n,,,t,,w,d,a
14980,11.07,x,s,e,f,a,d,w,9.07,13.99,,i,n,,,t,,w,d,w
14981,10.46,x,s,y,f,d,d,w,10.25,16.24,,i,n,,,t,,w,d,a
14982,11.13,f,s,n,f,d,d,w,10.01,15.45,,i,n,,,t,,w,d,a
14983,12.09,f,s,e,f,d,d,w,7.97,15.13,,i,n,,,t,,w,d,u
14984,9.31,x,s,e,f,a,d,w,10.63,17.3,,i,n,,,t,,w,d,a
14985,7.98,f,s,y,f,a,d,w,7.51,14.12,,i,n,,,t,,w,d,w
14986,10.0,x,s,n,f,d,d,w,9.17,15.42,,i,n,,,t,,w,d,w
14987,9.35,f,s,e,f,d,d,w,8.3,14.62,,i,n,,,t,,w,d,u
14988,8.2,f,s,y,f,a,d,w,7.92,14.18,,i,n,,,t,,w,d,a
14989,10.97,x,s,n,f,a,d,w,10.23,17.98,,i,n,,,t,,w,d,u
14990,8.66,f,s,n,f,d,d,w,8.43,13.08,,i,n,,,t,,w,d,a
14991,11.81,x,s,y,f,d,d,w,9.92,16.93,,i,n,,,t,,w,d,a
14992,11.38,x,s,n,f,d,d,w,7.68,15.18,,i,n,,,t,,w,d,u
14993,10.35,f,s,n,f,a,d,w,8.72,15.62,,i,n,,,t,,w,d,w
14994,10.01,x,s,y,f,a,d,w,8.02,11.36,,i,n,,,t,,w,d,w
14995,11.74,f,s,n,f,d,d,w,10.56,17.24,,i,n,,,t,,w,d,w
14996,9.75,x,s,n,f,d,d,w,8.08,13.83,,i,n,,,t,,w,d,a
14997,13.54,f,s,n,f,d,d,w,11.0,16.83,,i,n,,,t,,w,d,u
14998,5.84,x,s,e,f,a,d,w,8.61,13.26,,i,n,,,t,,w,d,u
14999,13.75,x,s,n,f,d,d,w,11.08,19.76,,i,n,,,t,,w,d,a
15000,9.8,x,s,e,f,a,d,w,9.88,17.48,,i,n,,,t,,w,d,w
15001,7.63,x,s,e,f,d,d,w,9.07,15.28,,i,n,,,t,,w,d,w
15002,9.83,x,s,n,f,a,d,w,8.99,15.21,,i,n,,,t,,w,d,w
15003,13.44,x,s,y,f,d,d,w,10.43,19.67,,i,n,,,t,,w,d,a
15004,11.55,f,s,e,f,d,d,w,10.34,18.41,,i,n,,,t,,w,d,a
15005,10.04,x,s,n,f,a,d,w,7.4,12.85,,i,n,,,t,,w,d,u
15006,8.29,f,s,e,f,a,d,w,10.11,17.04,,i,n,,,t,,w,d,u
15007,10.63,x,s,e,f,a,d,w,8.87,16.01,,i,n,,,t,,w,d,w
15008,11.91,f,s,y,f,a,d,w,8.79,14.05,,i,n,,,t,,w,d,w
15009,12.47,x,s,e,f,a,d,w,10.58,17.29,,i,n,,,t,,w,d,w
15010,12.33,x,s,y,f,a,d,w,8.11,14.22,,i,n,,,t,,w,d,u
15011,12.38,x,s,y,f,a,d,w,9.45,16.48,,i,n,,,t,,w,d,u
15012,10.16,f,s,e,f,a,d,w,9.27,14.74,,i,n,,,t,,w,d,u
15013,7.93,x,s,n,f,a,d,w,7.52,15.24,,i,n,,,t,,w,d,w
15014,11.37,f,s,y,f,a,d,w,8.84,13.5,,i,n,,,t,,w,d,u
15015,9.55,f,s,y,f,a,d,w,6.33,13.21,,i,n,,,t,,w,d,w
15016,8.73,f,s,n,f,d,d,w,8.35,11.92,,i,n,,,t,,w,d,u
15017,8.46,f,s,e,f,d,d,w,7.11,12.38,,i,n,,,t,,w,d,u
15018,8.08,x,s,n,f,a,d,w,6.9,13.32,,i,n,,,t,,w,d,a
15019,10.07,x,s,y,f,a,d,w,8.78,14.29,,i,n,,,t,,w,d,w
15020,7.21,f,s,y,f,a,d,w,8.97,13.62,,i,n,,,t,,w,d,a
15021,12.37,f,s,n,f,a,d,w,8.08,13.74,,i,n,,,t,,w,d,u
15022,16.7,f,s,y,f,a,d,w,10.46,16.84,,i,n,,,t,,w,d,a
15023,10.11,x,s,y,f,d,d,w,8.45,14.99,,i,n,,,t,,w,d,u
15024,9.57,x,s,e,f,d,d,w,8.35,13.55,,i,n,,,t,,w,d,u
15025,10.06,x,s,n,f,a,d,w,9.13,15.43,,i,n,,,t,,w,d,a
15026,10.96,x,s,e,f,a,d,w,8.55,14.72,,i,n,,,t,,w,d,w
15027,7.97,x,s,n,f,a,d,w,8.67,14.96,,i,n,,,t,,w,d,w
15028,9.06,x,s,y,f,d,d,w,11.84,17.57,,i,n,,,t,,w,d,u
15029,7.44,x,s,y,f,d,d,w,7.18,12.13,,i,n,,,t,,w,d,a
15030,10.04,x,s,y,f,d,d,w,10.03,16.11,,i,n,,,t,,w,d,u
15031,12.6,x,s,n,f,a,d,w,11.4,18.11,,i,n,,,t,,w,d,u
15032,10.26,x,s,n,f,d,d,w,10.06,14.29,,i,n,,,t,,w,d,w
15033,10.2,x,s,y,f,d,d,w,10.17,12.22,,i,n,,,t,,w,d,w
15034,10.48,f,s,y,f,a,d,w,11.14,16.22,,i,n,,,t,,w,d,w
15035,9.7,f,s,e,f,a,d,w,8.58,15.22,,i,n,,,t,,w,d,a
15036,9.21,x,s,y,f,d,d,w,9.68,14.18,,i,n,,,t,,w,d,a
15037,9.35,f,s,n,f,d,d,w,7.85,14.56,,i,n,,,t,,w,d,w
15038,10.1,x,s,n,f,d,d,w,8.05,14.69,,i,n,,,t,,w,d,w
15039,5.29,f,s,e,f,a,d,w,7.81,12.07,,i,n,,,t,,w,d,a
15040,9.45,x,s,e,f,a,d,w,8.88,14.7,,i,n,,,t,,w,d,a
15041,11.63,f,s,n,f,d,d,w,11.33,18.85,,i,n,,,t,,w,d,a
15042,10.74,x,s,e,f,d,d,w,10.0,18.33,,i,n,,,t,,w,d,a
15043,10.22,x,s,n,f,d,d,w,10.21,16.81,,i,n,,,t,,w,d,a
15044,6.74,f,s,y,f,d,d,w,8.81,15.1,,i,n,,,t,,w,d,a
15045,9.26,f,s,n,f,d,d,w,9.44,13.77,,i,n,,,t,,w,d,u
15046,9.66,f,s,n,f,d,d,w,7.6,12.69,,i,n,,,t,,w,d,a
15047,9.24,x,s,e,f,a,d,w,8.64,15.29,,i,n,,,t,,w,d,w
15048,8.41,f,s,e,f,d,d,w,8.57,14.49,,i,n,,,t,,w,d,w
15049,10.35,x,s,e,f,a,d,w,8.91,12.71,,i,n,,,t,,w,d,w
15050,7.92,f,s,n,f,a,d,w,9.42,13.79,,i,n,,,t,,w,d,u
15051,10.68,f,s,y,f,a,d,w,8.78,14.54,,i,n,,,t,,w,d,a
15052,11.04,x,s,e,f,d,d,w,10.52,15.09,,i,n,,,t,,w,d,a
15053,9.59,x,s,e,f,d,d,w,9.25,12.34,,i,n,,,t,,w,d,a
15054,11.28,f,s,y,f,a,d,w,8.0,13.8,,i,n,,,t,,w,d,u
15055,8.86,f,s,y,f,a,d,w,8.23,14.62,,i,n,,,t,,w,d,u
15056,12.69,x,s,y,f,a,d,w,11.41,18.26,,i,n,,,t,,w,d,a
15057,11.04,f,s,n,f,a,d,w,8.48,13.62,,i,n,,,t,,w,d,w
15058,11.38,f,s,e,f,d,d,w,9.55,15.76,,i,n,,,t,,w,d,w
15059,7.46,f,s,y,f,d,d,w,9.42,15.63,,i,n,,,t,,w,d,w
15060,8.56,x,s,e,f,d,d,w,8.09,14.39,,i,n,,,t,,w,d,a
15061,10.69,f,s,e,f,d,d,w,8.12,14.73,,i,n,,,t,,w,d,u
15062,7.4,f,s,y,f,d,d,w,7.27,12.08,,i,n,,,t,,w,d,u
15063,9.41,x,s,e,f,d,d,w,8.35,13.04,,i,n,,,t,,w,d,u
15064,7.63,x,s,n,f,d,d,w,6.73,15.22,,i,n,,,t,,w,d,a
15065,10.52,f,s,y,f,d,d,w,10.11,18.59,,i,n,,,t,,w,d,a
15066,11.28,x,s,e,f,a,d,w,9.42,15.89,,i,n,,,t,,w,d,u
15067,11.95,x,s,e,f,d,d,w,10.78,17.52,,i,n,,,t,,w,d,a
15068,9.38,f,s,e,f,d,d,w,8.07,13.27,,i,n,,,t,,w,d,w
15069,9.55,x,s,n,f,a,d,w,9.79,16.1,,i,n,,,t,,w,d,a
15070,9.53,f,s,n,f,d,d,w,9.63,17.0,,i,n,,,t,,w,d,a
15071,10.32,f,s,e,f,d,d,w,8.6,15.68,,i,n,,,t,,w,d,a
15072,9.06,x,s,y,f,a,d,w,9.71,15.3,,i,n,,,t,,w,d,a
15073,10.67,x,s,y,f,a,d,w,10.08,15.41,,i,n,,,t,,w,d,u
15074,13.04,f,s,e,f,a,d,w,10.74,18.67,,i,n,,,t,,w,d,w
15075,12.38,f,s,n,f,d,d,w,8.07,15.3,,i,n,,,t,,w,d,w
15076,9.22,f,s,n,f,a,d,w,8.19,14.1,,i,n,,,t,,w,d,a
15077,11.47,x,s,n,f,d,d,w,7.66,12.97,,i,n,,,t,,w,d,a
15078,6.41,x,s,y,f,a,d,w,7.56,12.01,,i,n,,,t,,w,d,a
15079,9.3,x,s,y,f,a,d,w,10.34,13.78,,i,n,,,t,,w,d,u
15080,12.43,f,s,e,f,d,d,w,9.59,14.29,,i,n,,,t,,w,d,w
15081,9.21,x,s,n,f,a,d,w,7.77,13.75,,i,n,,,t,,w,d,a
15082,11.46,f,s,y,f,a,d,w,10.06,15.77,,i,n,,,t,,w,d,u
15083,11.08,x,s,y,f,d,d,w,8.16,13.08,,i,n,,,t,,w,d,a
15084,11.12,x,s,y,f,a,d,w,8.87,15.27,,i,n,,,t,,w,d,u
15085,12.12,x,s,y,f,a,d,w,9.61,18.0,,i,n,,,t,,w,d,w
15086,8.84,f,s,n,f,a,d,w,8.32,12.86,,i,n,,,t,,w,d,u
15087,7.53,f,s,n,f,a,d,w,7.68,14.19,,i,n,,,t,,w,d,w
15088,8.32,f,s,y,f,d,d,w,7.69,12.47,,i,n,,,t,,w,d,w
15089,12.04,x,s,e,f,d,d,w,10.44,15.0,,i,n,,,t,,w,d,w
15090,10.11,x,s,e,f,d,d,w,8.66,12.63,,i,n,,,t,,w,d,a
15091,10.76,f,s,n,f,a,d,w,6.87,11.21,,i,n,,,t,,w,d,u
15092,9.22,x,s,y,f,d,d,w,9.11,13.81,,i,n,,,t,,w,d,w
15093,10.85,x,s,e,f,d,d,w,9.07,16.23,,i,n,,,t,,w,d,w
15094,9.03,f,s,n,f,a,d,w,8.98,15.41,,i,n,,,t,,w,d,u
15095,13.59,f,s,e,f,d,d,w,9.15,15.16,,i,n,,,t,,w,d,w
15096,9.43,f,s,n,f,d,d,w,7.69,11.42,,i,n,,,t,,w,d,w
15097,4.8,x,s,n,f,d,d,w,6.59,11.04,,i,n,,,t,,w,d,w
15098,7.72,f,s,n,f,a,d,w,6.61,13.56,,i,n,,,t,,w,d,a
15099,13.04,f,s,e,f,d,d,w,9.39,14.75,,i,n,,,t,,w,d,u
15100,8.96,x,s,y,f,a,d,w,9.58,13.68,,i,n,,,t,,w,d,a
15101,11.25,x,s,n,f,a,d,w,7.6,15.81,,i,n,,,t,,w,d,a
15102,11.22,x,s,n,f,a,d,w,9.16,15.11,,i,n,,,t,,w,d,a
15103,10.83,f,s,e,f,a,d,w,10.69,17.04,,i,n,,,t,,w,d,w
15104,8.95,f,s,y,f,d,d,w,7.86,14.11,,i,n,,,t,,w,d,u
15105,10.3,x,s,y,f,a,d,w,7.37,14.82,,i,n,,,t,,w,d,w
15106,8.56,x,s,n,f,a,d,w,8.04,11.64,,i,n,,,t,,w,d,w
15107,11.98,f,s,y,f,a,d,w,11.59,18.35,,i,n,,,t,,w,d,a
15108,8.26,f,s,y,f,d,d,w,6.38,12.71,,i,n,,,t,,w,d,a
15109,10.92,f,s,n,f,d,d,w,9.47,15.1,,i,n,,,t,,w,d,u
15110,9.35,f,s,n,f,a,d,w,8.42,15.48,,i,n,,,t,,w,d,u
15111,8.8,x,s,e,f,a,d,w,9.46,14.49,,i,n,,,t,,w,d,u
15112,11.31,x,s,n,f,d,d,w,9.2,15.7,,i,n,,,t,,w,d,w
15113,12.69,f,s,n,f,a,d,w,10.04,16.46,,i,n,,,t,,w,d,a
15114,9.93,x,s,n,f,d,d,w,8.13,14.29,,i,n,,,t,,w,d,u
15115,12.62,x,s,n,f,d,d,w,8.12,13.41,,i,n,,,t,,w,d,a
15116,8.84,x,s,n,f,d,d,w,9.55,13.98,,i,n,,,t,,w,d,a
15117,10.44,x,s,n,f,d,d,w,9.14,14.62,,i,n,,,t,,w,d,a
15118,14.39,f,s,e,f,a,d,w,9.26,16.3,,i,n,,,t,,w,d,w
15119,8.56,x,s,y,f,d,d,w,8.23,13.39,,i,n,,,t,,w,d,u
15120,11.29,f,s,y,f,a,d,w,8.34,13.18,,i,n,,,t,,w,d,a
15121,9.66,f,s,y,f,d,d,w,9.48,15.45,,i,n,,,t,,w,d,w
