Unnamed: 0,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
16022,598,2,3,2,0,5,1,3,425,947,5,5,3,1,6,0,1,7,0,2
16023,509,2,3,2,0,5,1,10,399,961,5,5,3,1,6,0,1,7,0,0
16024,593,0,3,3,0,5,1,10,381,990,5,5,3,1,6,0,1,7,0,0
16025,597,0,3,3,0,5,1,3,461,972,5,5,3,1,6,0,1,7,0,0
16026,545,0,3,3,0,5,1,10,322,857,5,5,3,1,6,0,1,7,0,0
16027,563,2,3,3,0,5,1,3,405,919,5,5,3,1,6,0,1,7,0,0
16028,483,0,3,3,0,5,1,3,185,829,5,5,3,1,6,0,1,7,0,0
16029,537,0,3,2,0,5,1,3,368,932,5,5,3,1,6,0,1,7,0,2
16030,448,0,3,2,0,5,1,3,430,949,5,5,3,1,6,0,1,7,0,2
16031,557,2,3,2,0,5,1,10,242,871,5,5,3,1,6,0,1,7,0,0
16032,469,2,3,2,0,5,1,10,265,860,5,5,3,1,6,0,1,7,0,0
16033,481,2,3,3,0,5,1,3,231,805,5,5,3,1,6,0,1,7,0,2
16034,544,0,3,3,0,5,1,3,379,856,5,5,3,1,6,0,1,7,0,2
16035,546,0,3,2,0,5,1,3,477,976,5,5,3,1,6,0,1,7,0,0
16036,618,2,3,2,0,5,1,10,485,1064,5,5,3,1,6,0,1,7,0,2
16037,400,0,3,2,0,5,1,10,230,715,5,5,3,1,6,0,1,7,0,0
16038,554,0,3,3,0,5,1,3,374,929,5,5,3,1,6,0,1,7,0,2
16039,628,2,3,3,0,5,1,10,403,950,5,5,3,1,6,0,1,7,0,0
16040,444,0,3,2,0,5,1,3,308,811,5,5,3,1,6,0,1,7,0,0
16041,521,2,3,2,0,5,1,3,274,870,5,5,3,1,6,0,1,7,0,0
16042,503,0,3,3,0,5,1,3,450,993,5,5,3,1,6,0,1,7,0,2
16043,560,0,3,2,0,5,1,10,376,1009,5,5,3,1,6,0,1,7,0,0
16044,573,0,3,2,0,5,1,10,414,960,5,5,3,1,6,0,1,7,0,0
16045,537,2,3,3,0,5,1,3,409,852,5,5,3,1,6,0,1,7,0,0
16046,490,0,3,2,0,5,1,10,354,834,5,5,3,1,6,0,1,7,0,2
16047,703,0,3,3,0,5,1,10,564,1137,5,5,3,1,6,0,1,7,0,0
16048,524,0,3,3,0,5,1,10,340,845,5,5,3,1,6,0,1,7,0,0
16049,605,0,3,2,0,5,1,10,405,998,5,5,3,1,6,0,1,7,0,0
16050,510,0,3,2,0,5,1,10,306,836,5,5,3,1,6,0,1,7,0,0
16051,605,0,3,3,0,5,1,10,384,985,5,5,3,1,6,0,1,7,0,2
16052,487,0,3,2,0,5,1,10,351,888,5,5,3,1,6,0,1,7,0,2
16053,503,0,3,3,0,5,1,3,462,1011,5,5,3,1,6,0,1,7,0,2
16054,646,0,3,2,0,5,1,3,473,1042,5,5,3,1,6,0,1,7,0,0
16055,475,0,3,2,0,5,1,10,382,845,5,5,3,1,6,0,1,7,0,2
16056,470,0,3,3,0,5,1,10,317,871,5,5,3,1,6,0,1,7,0,2
16057,550,0,3,3,0,5,1,3,280,860,5,5,3,1,6,0,1,7,0,2
16058,442,2,3,2,0,5,1,10,291,832,5,5,3,1,6,0,1,7,0,2
16059,527,2,3,2,0,5,1,3,397,942,5,5,3,1,6,0,1,7,0,0
16060,484,0,3,3,0,5,1,3,414,933,5,5,3,1,6,0,1,7,0,2
16061,541,0,3,3,0,5,1,10,267,930,5,5,3,1,6,0,1,7,0,0
16062,446,2,3,2,0,5,1,10,306,849,5,5,3,1,6,0,1,7,0,0
16063,636,2,3,2,0,5,1,10,515,1144,5,5,3,1,6,0,1,7,0,2
16064,600,0,3,3,0,5,1,10,386,972,5,5,3,1,6,0,1,7,0,0
16065,628,0,3,3,0,5,1,3,490,919,5,5,3,1,6,0,1,7,0,0
16066,528,0,3,3,0,5,1,3,301,805,5,5,3,1,6,0,1,7,0,2
16067,589,0,3,3,0,5,1,3,440,963,5,5,3,1,6,0,1,7,0,0
16068,601,2,3,3,0,5,1,3,493,951,5,5,3,1,6,0,1,7,0,0
16069,524,0,3,3,0,5,1,3,405,949,5,5,3,1,6,0,1,7,0,2
16070,472,2,3,3,0,5,1,3,373,980,5,5,3,1,6,0,1,7,0,2
16071,588,0,3,2,0,5,1,10,387,967,5,5,3,1,6,0,1,7,0,2
16072,569,2,3,3,0,5,1,3,440,919,5,5,3,1,6,0,1,7,0,2
16073,580,0,3,3,0,5,1,3,425,895,5,5,3,1,6,0,1,7,0,2
16074,631,0,3,3,0,5,1,3,331,981,5,5,3,1,6,0,1,7,0,0
16075,476,0,3,3,0,5,1,3,326,844,5,5,3,1,6,0,1,7,0,0
16076,555,0,3,3,0,5,1,10,347,855,5,5,3,1,6,0,1,7,0,2
16077,700,0,3,2,0,5,1,3,468,1114,5,5,3,1,6,0,1,7,0,0
16078,611,0,3,2,0,5,1,10,449,1101,5,5,3,1,6,0,1,7,0,0
16079,428,0,3,3,0,5,1,3,337,976,5,5,3,1,6,0,1,7,0,0
16080,682,2,3,3,0,5,1,10,448,1128,5,5,3,1,6,0,1,7,0,2
16081,649,2,3,2,0,5,1,3,446,1028,5,5,3,1,6,0,1,7,0,2
16082,656,2,3,3,0,5,1,10,388,988,5,5,3,1,6,0,1,7,0,0
16083,590,0,3,3,0,5,1,10,394,978,5,5,3,1,6,0,1,7,0,2
16084,561,0,3,3,0,5,1,10,385,1029,5,5,3,1,6,0,1,7,0,0
16085,559,0,3,2,0,5,1,3,337,956,5,5,3,1,6,0,1,7,0,2
16086,554,2,3,2,0,5,1,10,514,1107,5,5,3,1,6,0,1,7,0,0
16087,623,0,3,3,0,5,1,3,458,1039,5,5,3,1,6,0,1,7,0,0
16088,553,2,3,2,0,5,1,10,339,820,5,5,3,1,6,0,1,7,0,2
16089,522,2,3,2,0,5,1,10,323,865,5,5,3,1,6,0,1,7,0,2
16090,577,2,3,2,0,5,1,3,295,901,5,5,3,1,6,0,1,7,0,2
16091,560,2,3,2,0,5,1,3,436,937,5,5,3,1,6,0,1,7,0,0
16092,532,0,3,3,0,5,1,3,400,929,5,5,3,1,6,0,1,7,0,2
16093,468,0,3,3,0,5,1,3,407,1031,5,5,3,1,6,0,1,7,0,0
16094,460,0,3,2,0,5,1,3,261,880,5,5,3,1,6,0,1,7,0,2
16095,662,0,3,2,0,5,1,3,478,980,5,5,3,1,6,0,1,7,0,0
16096,531,2,3,2,0,5,1,10,363,979,5,5,3,1,6,0,1,7,0,0
16097,663,2,3,3,0,5,1,3,406,947,5,5,3,1,6,0,1,7,0,0
16098,495,2,3,2,0,5,1,10,269,856,5,5,3,1,6,0,1,7,0,2
16099,480,0,3,3,0,5,1,3,347,976,5,5,3,1,6,0,1,7,0,0
16100,544,2,3,2,0,5,1,3,378,921,5,5,3,1,6,0,1,7,0,0
16101,529,0,3,3,0,5,1,10,381,952,5,5,3,1,6,0,1,7,0,0
16102,455,2,3,2,0,5,1,3,336,903,5,5,3,1,6,0,1,7,0,2
16103,515,2,3,2,0,5,1,3,459,1036,5,5,3,1,6,0,1,7,0,2
16104,569,2,3,3,0,5,1,10,310,972,5,5,3,1,6,0,1,7,0,0
16105,595,2,3,2,0,5,1,3,455,955,5,5,3,1,6,0,1,7,0,2
16106,555,2,3,3,0,5,1,10,412,964,5,5,3,1,6,0,1,7,0,2
16107,414,2,3,2,0,5,1,3,299,835,5,5,3,1,6,0,1,7,0,2
16108,583,2,3,3,0,5,1,3,363,871,5,5,3,1,6,0,1,7,0,0
16109,503,2,3,2,0,5,1,3,355,870,5,5,3,1,6,0,1,7,0,2
16110,609,0,3,3,0,5,1,10,410,1117,5,5,3,1,6,0,1,7,0,2
16111,557,2,3,3,0,5,1,3,337,890,5,5,3,1,6,0,1,7,0,2
16112,444,0,3,3,0,5,1,10,269,780,5,5,3,1,6,0,1,7,0,2
16113,520,2,3,3,0,5,1,10,414,919,5,5,3,1,6,0,1,7,0,0
16114,604,2,3,2,0,5,1,3,367,949,5,5,3,1,6,0,1,7,0,0
16115,704,0,3,3,0,5,1,10,451,1053,5,5,3,1,6,0,1,7,0,0
16116,536,2,3,2,0,5,1,10,446,980,5,5,3,1,6,0,1,7,0,0
16117,567,0,3,2,0,5,1,3,460,983,5,5,3,1,6,0,1,7,0,0
16118,524,2,3,3,0,5,1,3,354,1005,5,5,3,1,6,0,1,7,0,0
16119,464,2,3,2,0,5,1,3,345,844,5,5,3,1,6,0,1,7,0,2
16120,686,0,3,3,0,5,1,10,491,987,5,5,3,1,6,0,1,7,0,2
16121,590,2,3,3,0,5,1,3,513,1054,5,5,3,1,6,0,1,7,0,0
16122,765,0,3,2,0,5,1,3,472,1053,5,5,3,1,6,0,1,7,0,2
16123,542,0,3,3,0,5,1,3,425,975,5,5,3,1,6,0,1,7,0,2
16124,595,2,3,3,0,5,1,10,416,979,5,5,3,1,6,0,1,7,0,2
16125,621,2,3,3,0,5,1,10,482,980,5,5,3,1,6,0,1,7,0,0
16126,562,0,3,2,0,5,1,3,359,869,5,5,3,1,6,0,1,7,0,2
16127,515,2,3,3,0,5,1,3,297,876,5,5,3,1,6,0,1,7,0,2
16128,419,0,3,3,0,5,1,10,181,760,5,5,3,1,6,0,1,7,0,2
16129,528,0,3,3,0,5,1,3,424,999,5,5,3,1,6,0,1,7,0,0
16130,413,2,3,3,0,5,1,10,269,835,5,5,3,1,6,0,1,7,0,0
16131,612,0,3,3,0,5,1,10,454,1141,5,5,3,1,6,0,1,7,0,2
16132,508,0,3,3,0,5,1,10,320,851,5,5,3,1,6,0,1,7,0,2
16133,560,2,3,2,0,5,1,10,390,1015,5,5,3,1,6,0,1,7,0,0
16134,540,0,3,3,0,5,1,10,432,961,5,5,3,1,6,0,1,7,0,2
16135,521,0,3,2,0,5,1,3,347,935,5,5,3,1,6,0,1,7,0,2
16136,572,2,3,2,0,5,1,3,428,986,5,5,3,1,6,0,1,7,0,2
16137,579,0,3,3,0,5,1,3,486,1060,5,5,3,1,6,0,1,7,0,2
16138,443,2,3,3,0,5,1,3,230,850,5,5,3,1,6,0,1,7,0,2
16139,425,2,3,2,0,5,1,3,361,955,5,5,3,1,6,0,1,7,0,0
16140,618,0,3,3,0,5,1,3,409,1015,5,5,3,1,6,0,1,7,0,0
16141,515,2,3,2,0,5,1,3,354,931,5,5,3,1,6,0,1,7,0,0
16142,503,0,3,2,0,5,1,3,349,908,5,5,3,1,6,0,1,7,0,0
16143,572,0,3,2,0,5,1,3,374,852,5,5,3,1,6,0,1,7,0,0
16144,603,2,3,3,0,5,1,10,359,884,5,5,3,1,6,0,1,7,0,2
16145,540,2,3,3,0,5,1,3,414,955,5,5,3,1,6,0,1,7,0,2
16146,546,2,3,3,0,5,1,10,329,834,5,5,3,1,6,0,1,7,0,0
16147,530,0,3,3,0,5,1,10,410,977,5,5,3,1,6,0,1,7,0,2
16148,554,2,3,3,0,5,1,10,451,929,5,5,3,1,6,0,1,7,0,0
16149,624,2,3,3,0,5,1,3,413,1013,5,5,3,1,6,0,1,7,0,2
16150,584,2,3,3,0,5,1,10,402,978,5,5,3,1,6,0,1,7,0,2
16151,450,2,3,3,0,5,1,10,240,762,5,5,3,1,6,0,1,7,0,2
16152,563,2,3,3,0,5,1,10,317,883,5,5,3,1,6,0,1,7,0,0
16153,584,0,3,2,0,5,1,10,366,941,5,5,3,1,6,0,1,7,0,0
16154,630,0,3,2,0,5,1,10,503,1026,5,5,3,1,6,0,1,7,0,0
16155,451,0,3,3,0,5,1,10,305,828,5,5,3,1,6,0,1,7,0,0
16156,658,0,3,2,0,5,1,3,404,921,5,5,3,1,6,0,1,7,0,0
16157,615,0,3,2,0,5,1,3,449,857,5,5,3,1,6,0,1,7,0,2
16158,545,0,3,3,0,5,1,10,361,935,5,5,3,1,6,0,1,7,0,0
16159,676,2,3,3,0,5,1,10,458,995,5,5,3,1,6,0,1,7,0,0
16160,612,0,3,3,0,5,1,3,395,1015,5,5,3,1,6,0,1,7,0,2
16161,644,2,3,2,0,5,1,3,490,1072,5,5,3,1,6,0,1,7,0,0
16162,458,0,3,3,0,5,1,3,343,966,5,5,3,1,6,0,1,7,0,2
16163,487,2,3,3,0,5,1,10,262,776,5,5,3,1,6,0,1,7,0,2
16164,558,0,3,3,0,5,1,10,430,1002,5,5,3,1,6,0,1,7,0,2
16165,629,0,3,3,0,5,1,10,416,995,5,5,3,1,6,0,1,7,0,0
16166,609,0,3,2,0,5,1,3,418,982,5,5,3,1,6,0,1,7,0,0
16167,543,0,3,2,0,5,1,3,303,878,5,5,3,1,6,0,1,7,0,2
16168,625,0,3,3,0,5,1,10,479,939,5,5,3,1,6,0,1,7,0,0
16169,595,2,3,2,0,5,1,3,448,1005,5,5,3,1,6,0,1,7,0,0
16170,597,2,3,3,0,5,1,3,382,968,5,5,3,1,6,0,1,7,0,2
16171,608,2,3,2,0,5,1,3,487,980,5,5,3,1,6,0,1,7,0,0
16172,617,0,3,3,0,5,1,10,373,954,5,5,3,1,6,0,1,7,0,2
16173,458,2,3,3,0,5,1,3,435,945,5,5,3,1,6,0,1,7,0,2
16174,483,2,3,2,0,5,1,10,404,945,5,5,3,1,6,0,1,7,0,2
16175,613,0,3,3,0,5,1,3,431,885,5,5,3,1,6,0,1,7,0,2
16176,601,0,3,3,0,5,1,3,523,991,5,5,3,1,6,0,1,7,0,0
16177,502,0,3,3,0,5,1,10,310,845,5,5,3,1,6,0,1,7,0,2
16178,466,2,3,3,0,5,1,3,436,1000,5,5,3,1,6,0,1,7,0,2
16179,573,0,3,2,0,5,1,3,409,967,5,5,3,1,6,0,1,7,0,2
16180,527,2,3,2,0,5,1,3,321,801,5,5,3,1,6,0,1,7,0,2
16181,519,0,3,3,0,5,1,10,379,936,5,5,3,1,6,0,1,7,0,0
16182,517,2,3,3,0,5,1,10,322,827,5,5,3,1,6,0,1,7,0,2
16183,685,0,3,2,0,5,1,3,562,1220,5,5,3,1,6,0,1,7,0,0
16184,515,0,3,2,0,5,1,3,516,1083,5,5,3,1,6,0,1,7,0,2
16185,512,0,3,2,0,5,1,3,315,926,5,5,3,1,6,0,1,7,0,0
16186,534,2,3,2,0,5,1,10,463,1017,5,5,3,1,6,0,1,7,0,0
16187,663,2,3,3,0,5,1,10,486,984,5,5,3,1,6,0,1,7,0,2
16188,459,2,3,2,0,5,1,10,321,891,5,5,3,1,6,0,1,7,0,2
16189,658,0,3,2,0,5,1,10,493,977,5,5,3,1,6,0,1,7,0,2
16190,534,0,3,3,0,5,1,3,408,924,5,5,3,1,6,0,1,7,0,2
16191,645,0,3,2,0,5,1,10,447,991,5,5,3,1,6,0,1,7,0,2
16192,440,2,3,2,0,5,1,3,416,964,5,5,3,1,6,0,1,7,0,2
16193,557,0,3,2,0,5,1,3,496,965,5,5,3,1,6,0,1,7,0,2
16194,520,0,3,3,0,5,1,3,459,957,5,5,3,1,6,0,1,7,0,2
16195,702,2,3,3,0,5,1,10,521,1013,5,5,3,1,6,0,1,7,0,0
16196,517,2,3,3,0,5,1,10,303,885,5,5,3,1,6,0,1,7,0,2
16197,579,2,3,2,0,5,1,3,458,955,5,5,3,1,6,0,1,7,0,2
16198,507,2,3,2,0,5,1,3,409,940,5,5,3,1,6,0,1,7,0,2
16199,672,0,3,2,0,5,1,10,362,943,5,5,3,1,6,0,1,7,0,2
16200,552,2,3,2,0,5,1,10,418,1085,5,5,3,1,6,0,1,7,0,2
16201,541,2,3,2,0,5,1,10,374,945,5,5,3,1,6,0,1,7,0,0
16202,576,2,3,2,0,5,1,3,320,971,5,5,3,1,6,0,1,7,0,2
16203,606,0,3,3,0,5,1,3,405,996,5,5,3,1,6,0,1,7,0,0
16204,576,2,3,2,0,5,1,3,368,1008,5,5,3,1,6,0,1,7,0,2
16205,472,2,3,2,0,5,1,3,338,904,5,5,3,1,6,0,1,7,0,0
16206,647,0,3,3,0,5,1,10,412,1006,5,5,3,1,6,0,1,7,0,0
16207,569,2,3,2,0,5,1,3,405,965,5,5,3,1,6,0,1,7,0,2
16208,593,0,3,2,0,5,1,10,414,1036,5,5,3,1,6,0,1,7,0,2
16209,516,2,3,2,0,5,1,3,337,881,5,5,3,1,6,0,1,7,0,2
16210,477,2,3,3,0,5,1,10,462,1061,5,5,3,1,6,0,1,7,0,0
16211,489,0,3,2,0,5,1,10,392,833,5,5,3,1,6,0,1,7,0,0
16212,510,0,3,3,0,5,1,3,327,900,5,5,3,1,6,0,1,7,0,0
16213,516,2,3,3,0,5,1,3,338,865,5,5,3,1,6,0,1,7,0,2
16214,546,0,3,3,0,5,1,10,410,910,5,5,3,1,6,0,1,7,0,0
16215,555,2,3,2,0,5,1,3,443,902,5,5,3,1,6,0,1,7,0,0
16216,571,2,3,2,0,5,1,10,345,958,5,5,3,1,6,0,1,7,0,2
16217,508,2,3,2,0,5,1,10,460,927,5,5,3,1,6,0,1,7,0,2
16218,447,0,3,2,0,5,1,10,396,827,5,5,3,1,6,0,1,7,0,0
16219,509,0,3,2,0,5,1,3,316,927,5,5,3,1,6,0,1,7,0,2
16220,592,2,3,2,0,5,1,10,451,903,5,5,3,1,6,0,1,7,0,2
16221,532,0,3,3,0,5,1,3,505,1055,5,5,3,1,6,0,1,7,0,0
16222,539,2,3,3,0,5,1,3,335,769,5,5,3,1,6,0,1,7,0,0
16223,604,0,3,2,0,5,1,3,479,1067,5,5,3,1,6,0,1,7,0,2
16224,562,0,3,2,0,5,1,10,387,1004,5,5,3,1,6,0,1,7,0,0
16225,521,0,3,3,0,5,1,10,383,975,5,5,3,1,6,0,1,7,0,2
16226,548,2,3,2,0,5,1,10,385,957,5,5,3,1,6,0,1,7,0,2
16227,664,2,3,3,0,5,1,3,488,1118,5,5,3,1,6,0,1,7,0,0
16228,579,2,3,2,0,5,1,3,467,1060,5,5,3,1,6,0,1,7,0,2
16229,677,0,3,2,0,5,1,3,566,1189,5,5,3,1,6,0,1,7,0,0
16230,550,2,3,2,0,5,1,10,391,990,5,5,3,1,6,0,1,7,0,0
16231,488,0,3,3,0,5,1,10,312,857,5,5,3,1,6,0,1,7,0,2
16232,614,0,3,2,0,5,1,3,360,979,5,5,3,1,6,0,1,7,0,2
16233,568,2,3,2,0,5,1,3,360,881,5,5,3,1,6,0,1,7,0,2
16234,524,2,3,3,0,5,1,10,345,860,5,5,3,1,6,0,1,7,0,0
16235,552,2,3,3,0,5,1,10,471,1063,5,5,3,1,6,0,1,7,0,2
16236,556,0,3,3,0,5,1,3,407,1067,5,5,3,1,6,0,1,7,0,2
16237,439,0,3,3,0,5,1,10,371,874,5,5,3,1,6,0,1,7,0,2
16238,338,2,10,2,0,5,3,11,284,657,5,8,11,1,6,0,1,7,0,0
16239,412,2,10,2,0,5,3,10,352,557,5,8,11,1,6,0,1,7,0,0
16240,417,2,10,2,0,5,3,3,401,783,5,8,11,1,6,0,1,7,0,0
16241,357,2,10,2,0,5,3,3,372,639,5,8,11,1,6,0,1,7,0,2
16242,439,6,10,2,0,5,3,11,371,792,5,8,11,1,6,0,1,7,0,0
16243,435,2,10,2,0,5,3,11,238,647,5,8,11,1,6,0,1,7,0,0
16244,482,2,10,2,0,5,3,3,331,670,5,8,11,1,6,0,1,7,0,0
16245,442,2,10,5,0,5,3,3,364,688,5,8,11,1,6,0,1,7,0,0
16246,425,2,10,2,0,5,3,3,319,647,5,8,11,1,6,0,1,7,0,2
16247,485,6,10,5,0,5,3,3,395,651,5,8,11,1,6,0,1,7,0,0
16248,492,6,10,5,0,5,3,3,377,699,5,8,11,1,6,0,1,7,0,0
16249,491,6,10,5,0,5,3,11,323,744,5,8,11,1,6,0,1,7,0,2
16250,542,6,10,5,0,5,3,3,375,771,5,8,11,1,6,0,1,7,0,2
16251,397,6,10,5,0,5,3,11,338,631,5,8,11,1,6,0,1,7,0,2
16252,476,2,10,2,0,5,3,11,382,780,5,8,11,1,6,0,1,7,0,2
16253,409,2,10,2,0,5,3,3,412,767,5,8,11,1,6,0,1,7,0,2
16254,557,2,10,2,0,5,3,10,361,751,5,8,11,1,6,0,1,7,0,0
16255,485,2,10,2,0,5,3,3,334,744,5,8,11,1,6,0,1,7,0,0
16256,558,6,10,2,0,5,3,10,371,751,5,8,11,1,6,0,1,7,0,2
16257,381,2,10,2,0,5,3,11,283,601,5,8,11,1,6,0,1,7,0,0
16258,424,6,10,5,0,5,3,3,301,646,5,8,11,1,6,0,1,7,0,0
16259,584,2,10,5,0,5,3,11,429,776,5,8,11,1,6,0,1,7,0,2
16260,537,2,10,5,0,5,3,11,357,744,5,8,11,1,6,0,1,7,0,0
16261,386,2,10,2,0,5,3,3,335,651,5,8,11,1,6,0,1,7,0,0
16262,496,2,10,5,0,5,3,11,336,818,5,8,11,1,6,0,1,7,0,0
16263,461,2,10,5,0,5,3,3,338,702,5,8,11,1,6,0,1,7,0,2
16264,441,6,10,5,0,5,3,10,276,605,5,8,11,1,6,0,1,7,0,2
16265,451,6,10,2,0,5,3,10,332,633,5,8,11,1,6,0,1,7,0,0
16266,484,6,10,2,0,5,3,10,381,779,5,8,11,1,6,0,1,7,0,0
16267,488,2,10,5,0,5,3,3,352,747,5,8,11,1,6,0,1,7,0,2
16268,449,2,10,2,0,5,3,11,318,603,5,8,11,1,6,0,1,7,0,2
16269,429,2,10,2,0,5,3,3,272,630,5,8,11,1,6,0,1,7,0,2
16270,474,6,10,2,0,5,3,3,420,824,5,8,11,1,6,0,1,7,0,2
16271,515,2,10,2,0,5,3,11,389,745,5,8,11,1,6,0,1,7,0,2
16272,387,6,10,2,0,5,3,3,294,637,5,8,11,1,6,0,1,7,0,2
16273,504,2,10,2,0,5,3,10,345,658,5,8,11,1,6,0,1,7,0,0
16274,461,2,10,2,0,5,3,10,357,680,5,8,11,1,6,0,1,7,0,2
16275,456,6,10,2,0,5,3,11,369,784,5,8,11,1,6,0,1,7,0,2
16276,421,6,10,5,0,5,3,10,266,597,5,8,11,1,6,0,1,7,0,2
16277,600,6,10,2,0,5,3,11,388,800,5,8,11,1,6,0,1,7,0,0
16278,513,6,10,5,0,5,3,11,321,640,5,8,11,1,6,0,1,7,0,2
16279,491,2,10,5,0,5,3,10,397,854,5,8,11,1,6,0,1,7,0,2
16280,380,6,10,5,0,5,3,10,296,628,5,8,11,1,6,0,1,7,0,0
16281,372,2,10,5,0,5,3,3,336,709,5,8,11,1,6,0,1,7,0,2
16282,363,2,10,5,0,5,3,11,336,702,5,8,11,1,6,0,1,7,0,0
16283,448,6,10,2,0,5,3,11,252,621,5,8,11,1,6,0,1,7,0,2
16284,433,6,10,5,0,5,3,10,426,772,5,8,11,1,6,0,1,7,0,2
16285,487,6,10,2,0,5,3,11,295,769,5,8,11,1,6,0,1,7,0,0
16286,443,2,10,2,0,5,3,3,363,675,5,8,11,1,6,0,1,7,0,2
16287,411,6,10,2,0,5,3,10,332,593,5,8,11,1,6,0,1,7,0,2
16288,598,2,10,2,0,5,3,11,453,810,5,8,11,1,6,0,1,7,0,2
16289,425,6,10,2,0,5,3,11,371,713,5,8,11,1,6,0,1,7,0,0
16290,531,2,10,2,0,5,3,10,370,766,5,8,11,1,6,0,1,7,0,2
16291,371,2,10,2,0,5,3,3,321,510,5,8,11,1,6,0,1,7,0,0
16292,518,2,10,5,0,5,3,11,303,641,5,8,11,1,6,0,1,7,0,2
16293,454,6,10,2,0,5,3,11,346,766,5,8,11,1,6,0,1,7,0,0
16294,490,6,10,2,0,5,3,10,335,588,5,8,11,1,6,0,1,7,0,2
16295,344,6,10,5,0,5,3,11,355,835,5,8,11,1,6,0,1,7,0,0
16296,492,6,10,5,0,5,3,3,379,790,5,8,11,1,6,0,1,7,0,2
16297,289,6,10,2,0,5,3,10,239,589,5,8,11,1,6,0,1,7,0,2
16298,429,6,10,2,0,5,3,11,283,722,5,8,11,1,6,0,1,7,0,0
16299,403,6,10,5,0,5,3,3,362,622,5,8,11,1,6,0,1,7,0,2
16300,416,2,10,5,0,5,3,11,341,721,5,8,11,1,6,0,1,7,0,2
16301,486,2,10,2,0,5,3,3,395,876,5,8,11,1,6,0,1,7,0,2
16302,507,2,10,2,0,5,3,10,386,792,5,8,11,1,6,0,1,7,0,2
16303,345,6,10,5,0,5,3,11,329,651,5,8,11,1,6,0,1,7,0,0
16304,434,2,10,2,0,5,3,3,305,595,5,8,11,1,6,0,1,7,0,0
16305,514,2,10,5,0,5,3,10,374,555,5,8,11,1,6,0,1,7,0,0
16306,415,2,10,2,0,5,3,10,395,740,5,8,11,1,6,0,1,7,0,0
16307,509,2,10,5,0,5,3,3,342,706,5,8,11,1,6,0,1,7,0,0
16308,505,2,10,5,0,5,3,3,438,769,5,8,11,1,6,0,1,7,0,0
16309,509,2,10,2,0,5,3,10,356,622,5,8,11,1,6,0,1,7,0,0
16310,373,2,10,2,0,5,3,10,288,613,5,8,11,1,6,0,1,7,0,2
16311,441,6,10,2,0,5,3,11,264,645,5,8,11,1,6,0,1,7,0,0
16312,504,6,10,2,0,5,3,11,364,687,5,8,11,1,6,0,1,7,0,2
16313,460,2,10,5,0,5,3,10,319,697,5,8,11,1,6,0,1,7,0,0
16314,375,2,10,2,0,5,3,3,258,750,5,8,11,1,6,0,1,7,0,0
16315,460,6,10,2,0,5,3,10,330,738,5,8,11,1,6,0,1,7,0,2
16316,453,6,10,5,0,5,3,11,272,675,5,8,11,1,6,0,1,7,0,0
16317,517,2,10,2,0,5,3,3,371,708,5,8,11,1,6,0,1,7,0,0
16318,497,2,10,2,0,5,3,10,365,874,5,8,11,1,6,0,1,7,0,0
16319,464,2,10,5,0,5,3,11,350,708,5,8,11,1,6,0,1,7,0,0
16320,534,2,10,2,0,5,3,11,432,772,5,8,11,1,6,0,1,7,0,0
16321,531,2,10,2,0,5,3,10,373,726,5,8,11,1,6,0,1,7,0,0
16322,432,6,10,5,0,5,3,10,330,622,5,8,11,1,6,0,1,7,0,0
16323,515,2,10,2,0,5,3,10,407,803,5,8,11,1,6,0,1,7,0,0
16324,328,2,10,2,0,5,3,3,323,664,5,8,11,1,6,0,1,7,0,2
16325,421,6,10,5,0,5,3,11,436,816,5,8,11,1,6,0,1,7,0,0
16326,380,6,10,2,0,5,3,3,318,695,5,8,11,1,6,0,1,7,0,0
16327,483,6,10,5,0,5,3,3,368,806,5,8,11,1,6,0,1,7,0,0
16328,506,6,10,5,0,5,3,11,454,842,5,8,11,1,6,0,1,7,0,2
16329,532,6,10,5,0,5,3,11,410,862,5,8,11,1,6,0,1,7,0,2
16330,435,2,10,2,0,5,3,3,362,799,5,8,11,1,6,0,1,7,0,2
16331,425,2,10,2,0,5,3,10,375,760,5,8,11,1,6,0,1,7,0,0
16332,430,2,10,5,0,5,3,3,337,679,5,8,11,1,6,0,1,7,0,2
16333,372,2,10,5,0,5,3,10,333,615,5,8,11,1,6,0,1,7,0,0
16334,590,6,10,5,0,5,3,10,495,838,5,8,11,1,6,0,1,7,0,0
16335,380,2,10,5,0,5,3,11,353,769,5,8,11,1,6,0,1,7,0,0
16336,414,6,10,5,0,5,3,11,374,737,5,8,11,1,6,0,1,7,0,2
16337,462,2,10,2,0,5,3,10,414,772,5,8,11,1,6,0,1,7,0,0
16338,352,2,10,2,0,5,3,10,368,661,5,8,11,1,6,0,1,7,0,2
16339,428,2,10,2,0,5,3,3,364,847,5,8,11,1,6,0,1,7,0,0
16340,470,2,10,2,0,5,3,10,389,777,5,8,11,1,6,0,1,7,0,0
16341,375,2,10,5,0,5,3,10,207,618,5,8,11,1,6,0,1,7,0,2
16342,519,6,10,5,0,5,3,11,432,845,5,8,11,1,6,0,1,7,0,2
